table_year,categoria,marca,modelo,versao,motor,propulsao,transmissao,combustivel,kml_etanol_cidade,kml_etanol_estrada,kml_gasolina_cidade,kml_gasolina_estrada,kml_eletrico_cidade,kml_eletrico_estrada,consumo_mj_km,autonomia_eletrica_km,classificacao_pbe,classificacao_geral,selo_conpet
2024,Fora de Estrada Grande,LAND ROVER,DEFENDER 110,HSE XD,3.0-24V,Híbrido,A-8,D,,,9.9,11.4,,,2.56,,B,D,-
2024,Fora de Estrada Grande,LAND ROVER,DEFENDER 110,HSE XD 7L,3.0-24V,Híbrido,A-8,D,,,9.9,11.4,,,2.56,,B,D,-
2024,Fora de Estrada Grande,LAND ROVER,DEFENDER 110,X,3.0-24V,Híbrido,A-8,D,,,9.9,11.4,,,2.56,,B,D,-
2024,Fora de Estrada Grande,LAND ROVER,DEFENDER 110,X 7L,3.0-24V,Híbrido,A-8,D,,,9.9,11.4,,,2.56,,B,D,-
2024,Fora de Estrada Grande,LAND ROVER,DEFENDER 110,LE75TH,3.0-24V,Híbrido,A-8,D,,,9.9,11.4,,,2.56,,B,D,-
2024,Fora de Estrada Grande,LAND ROVER,DEFENDER 110,S XD,3.0-24V,Híbrido,A-8,D,,,9.9,11.4,,,2.56,,B,D,-
2024,Fora de Estrada Grande,LAND ROVER,DEFENDER 110,S XD 7L,3.0-24V,Híbrido,A-8,D,,,9.9,11.4,,,2.56,,B,D,-
2024,Fora de Estrada Grande,LAND ROVER,DEFENDER 110,PHEV HSE XD,2.0-16V,Plug-in,A-8,G,,,7.7,7.9,16.9,27.5,0.99,33,A,B,SIM
2024,Fora de Estrada Grande,LAND ROVER,DEFENDER 110,PHEV X,2.0-16V,Plug-in,A-8,G,,,7.7,7.9,16.9,27.5,0.99,33,,,
2024,Fora de Estrada Grande,LAND ROVER,DEFENDER 110 D350,HSE XD,3.0-24V,Híbrido,A-8,D,,,9.1,10.6,,,2.78,,C,E,-
2024,Fora de Estrada Grande,LAND ROVER,DEFENDER 110 D350,HSEXD 7L,3.0-24V,Híbrido,A-8,D,,,9.1,10.6,,,2.78,,C,E,-
2024,Fora de Estrada Grande,LAND ROVER,DEFENDER 110 D350,X,3.0-24V,Híbrido,A-8,D,,,9.1,10.6,,,2.78,,C,E,-
2024,Fora de Estrada Grande,LAND ROVER,DEFENDER 110 D350,X 7L,3.0-24V,Híbrido,A-8,D,,,9.1,10.6,,,2.78,,C,E,-
2024,Fora de Estrada Grande,LAND ROVER,DEFENDER 130,S,3.0-24V,Híbrido,A-8,D,,,9.5,10.3,,,2.73,,C,E,-
2024,Fora de Estrada Grande,LAND ROVER,DEFENDER 130,SE,3.0-24V,Híbrido,A-8,D,,,9.5,10.3,,,2.73,,C,E,-
2024,Fora de Estrada Grande,LAND ROVER,DEFENDER 130,HSE,3.0-24V,Híbrido,A-8,D,,,9.5,10.3,,,2.73,,C,E,-
2024,Fora de Estrada Grande,LAND ROVER,DEFENDER 130,S XD,3.0-24V,Híbrido,A-8,D,,,9.5,10.3,,,2.73,,C,E,-
2024,Fora de Estrada Grande,LAND ROVER,DEFENDER 130,SE XD,3.0-24V,Híbrido,A-8,D,,,9.5,10.3,,,2.73,,C,E,-
2024,Fora de Estrada Grande,LAND ROVER,DEFENDER 130,HSE XD,3.0-24V,Híbrido,A-8,D,,,9.5,10.3,,,2.73,,C,E,-
2024,Fora de Estrada Grande,LAND ROVER,DEFENDER 130,X,3.0-24V,Híbrido,A-8,D,,,9.5,10.3,,,2.73,,C,E,-
2024,Fora de Estrada Grande,LAND ROVER,DEFENDER 130,LE,3.0-24V,Híbrido,A-8,D,,,9.5,10.3,,,2.73,,C,E,-
2024,Fora de Estrada Grande,LAND ROVER,DEFENDER 130,OB,3.0-24V,Híbrido,A-8,D,,,9.5,10.3,,,2.73,,C,E,-
2024,Fora de Estrada Grande,LAND ROVER,DEFENDER 130 D350,X,3.0-24V,Híbrido,A-8,D,,,9.2,10.9,,,2.73,,C,E,-
2024,Fora de Estrada Grande,LAND ROVER,DEFENDER 130 D350,X7L,3.0-24V,Híbrido,A-8,D,,,9.2,10.9,,,2.73,,C,E,-
2024,Fora de Estrada Grande,LAND ROVER,DISCOVERY,D300 LE,3.0-24V,Híbrido,A-8,D,,,9.5,11.4,,,2.62,,C,D,-
2024,Fora de Estrada Grande,LAND ROVER,DISCOVERY,D300 HSED,3.0-24V,Híbrido,A-8,D,,,9.5,11.4,,,2.62,,C,D,-
2024,Fora de Estrada Grande,LAND ROVER,DISCOVERY,D350 LE,3.0-24V,Híbrido,A-8,D,,,9.5,11.8,,,2.59,,C,D,-
2024,Fora de Estrada Grande,LAND ROVER,DISCOVERY,D350 HSED,3.0-24V,Híbrido,A-8,D,,,9.5,11.8,,,2.59,,C,D,-
2024,Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,P250FF SED7L,2.0-16V,Combustão,A-9,F,4.9,6.2,7.0,8.6,,,2.90,,D,E,-
2024,Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,P250FF S,2.0-16V,Combustão,A-9,F,4.9,6.2,7.0,8.6,,,2.90,,D,E,-
2024,Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,P250FF S 7L,2.0-16V,Combustão,A-9,F,4.9,6.2,7.0,8.6,,,2.90,,D,E,-
2024,Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,P250FF SE D,2.0-16V,Combustão,A-9,F,4.9,6.2,7.0,8.6,,,2.90,,D,E,-
2024,Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,D200 S,2.0-16V,Híbrido,A-9,D,,,10.7,12.9,,,2.30,,B,D,-
2024,Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,D200 SE D,2.0-16V,Híbrido,A-9,D,,,10.7,12.9,,,2.30,,B,D,-
2024,Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,D200 SE D 7L,2.0-16V,Híbrido,A-9,D,,,10.7,12.9,,,2.30,,B,D,-
2024,Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,D200 S 7L,2.0-16V,Híbrido,A-9,D,,,10.7,12.9,,,2.30,,B,D,-
2024,Fora de Estrada Grande,LAND ROVER,EVOQUE,P250FF HSE D,2.0-16V,Combustão,A-9,F,5.4,7.1,8.2,10.4,,,2.49,,B,D,-
2024,Fora de Estrada Grande,LAND ROVER,EVOQUE,P250FF S,2.0-16V,Combustão,A-9,F,5.4,7.1,8.2,10.4,,,2.49,,B,D,-
2024,Fora de Estrada Grande,LAND ROVER,RANGE ROVER,D350,3.0-24V,Híbrido,A-8,D,,,9.5,11.3,,,2.63,,C,D,-
2024,Fora de Estrada Grande,LAND ROVER,RANGE ROVER,D350 AB,3.0-24V,Híbrido,A-8,D,,,9.5,11.3,,,2.63,,C,D,-
2024,Fora de Estrada Grande,LAND ROVER,RANGE ROVER,D350 HSE,3.0-24V,Híbrido,A-8,D,,,9.5,11.3,,,2.63,,C,D,-
2024,Fora de Estrada Grande,LAND ROVER,RANGE ROVER,D350 LE,3.0-24V,Híbrido,A-8,D,,,9.5,11.3,,,2.63,,C,D,-
2024,Fora de Estrada Grande,LAND ROVER,RANGE ROVER,D350 SE,3.0-24V,Híbrido,A-8,D,,,9.5,11.3,,,2.63,,C,D,-
2024,Fora de Estrada Grande,LAND ROVER,RANGE ROVER,D350 SV,3.0-24V,Híbrido,A-8,D,,,9.5,11.3,,,2.63,,C,D,-
2024,Fora de Estrada Grande,LAND ROVER,RANGE ROVER,PHEV STD,3.0-24V,Plug-in,A-8,G,,,6.8,8.3,17.7,18.2,1.13,69,A,B,SIM
2024,Fora de Estrada Grande,LAND ROVER,RANGE ROVER,PHEV SE,3.0-24V,Plug-in,A-8,G,,,6.8,8.3,17.7,18.2,1.13,69,A,B,SIM
2024,Fora de Estrada Grande,LAND ROVER,RANGE ROVER,PHEV HSE,3.0-24V,Plug-in,A-8,G,,,6.8,8.3,17.7,18.2,1.13,69,A,B,SIM
2024,Fora de Estrada Grande,LAND ROVER,RANGE ROVER,PHEV AB,3.0-24V,Plug-in,A-8,G,,,6.8,8.3,17.7,18.2,1.13,69,A,B,SIM
2024,Fora de Estrada Grande,LAND ROVER,RANGE ROVER,PHEV SV,3.0-24V,Plug-in,A-8,G,,,6.8,8.3,17.7,18.2,1.13,69,A,B,SIM
2024,Fora de Estrada Grande,LAND ROVER,RANGE ROVER,PHEV LE,3.0-24V,Plug-in,A-8,G,,,6.8,8.3,17.7,18.2,1.13,69,A,B,SIM
2024,Fora de Estrada Grande,LAND ROVER,RANGE ROVER,PHEV SV,3.0-24V,Plug-in,A-8,G,,,7.5,8.4,17.5,19.0,1.12,71,A,B,SIM
2024,Fora de Estrada Grande,LAND ROVER,RANGE ROVER,PHEV SE,3.0-24V,Plug-in,A-8,G,,,7.5,8.4,17.5,19.0,1.12,71,A,B,SIM
2024,Fora de Estrada Grande,LAND ROVER,RANGE ROVER,PHEV HSE,3.0-24V,Plug-in,A-8,G,,,7.5,8.4,17.5,19.0,1.12,71,A,B,SIM
2024,Fora de Estrada Grande,LAND ROVER,RANGE ROVER,PHEV AB,3.0-24V,Plug-in,A-8,G,,,7.5,8.4,17.5,19.0,1.12,71,A,B,SIM
2024,Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,D350 AB,3.0-24V,Híbrido,A-8,D,,,9.1,11.6,,,2.69,,C,E,-
2024,Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,D350 HSED,3.0-24V,Híbrido,A-8,D,,,9.1,11.6,,,2.69,,C,E,-
2024,Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,D350 LE,3.0-24V,Híbrido,A-8,D,,,9.1,11.6,,,2.69,,C,E,-
2024,Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,D350 S,3.0-24V,Híbrido,A-8,D,,,9.1,11.6,,,2.69,,C,E,-
2024,Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,D350 SD,3.0-24V,Híbrido,A-8,D,,,9.1,11.6,,,2.69,,C,E,-
2024,Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,D350 SE,3.0-24V,Híbrido,A-8,D,,,9.1,11.6,,,2.69,,C,E,-
2024,Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,D350 SED,3.0-24V,Híbrido,A-8,D,,,9.1,11.6,,,2.69,,C,E,-
2024,Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,PHEV S,3.0-24V,Plug-in,A-8,G,,,7.5,8.4,17.5,19.0,1.12,71,A,B,SIM
2024,Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,PHEV SE,3.0-24V,Plug-in,A-8,G,,,7.5,8.4,17.5,19.0,1.12,71,A,B,SIM
2024,Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,PHEV SED,3.0-24V,Plug-in,A-8,G,,,7.5,8.4,17.5,19.0,1.12,71,A,B,SIM
2024,Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,PHEV HSED,3.0-24V,Plug-in,A-8,G,,,7.5,8.4,17.5,19.0,1.12,71,A,B,SIM
2024,Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,PHEV AB,3.0-24V,Plug-in,A-8,G,,,7.5,8.4,17.5,19.0,1.12,71,A,B,SIM
2024,Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,PHEV S,3.0-24V,Plug-in,A-8,G,,,6.8,8.3,17.7,18.2,1.13,69,A,B,SIM
2024,Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,PHEV SD,3.0-24V,Plug-in,A-8,G,,,6.8,8.3,17.7,18.2,1.13,69,A,B,SIM
2024,Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,PHEV SE,3.0-24V,Plug-in,A-8,G,,,6.8,8.3,17.7,18.2,1.13,69,A,B,SIM
2024,Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,PHEV SED,3.0-24V,Plug-in,A-8,G,,,6.8,8.3,17.7,18.2,1.13,69,A,B,SIM
2024,Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,PHEV HSED,3.0-24V,Plug-in,A-8,G,,,6.8,8.3,17.7,18.2,1.13,69,A,B,SIM
2024,Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,PHEV AB,3.0-24V,Plug-in,A-8,G,,,6.8,8.3,17.7,18.2,1.13,69,A,B,SIM
2024,Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,PHEV LE,3.0-24V,Plug-in,A-8,G,,,6.8,8.3,17.7,18.2,1.13,69,A,B,SIM
2024,Fora de Estrada Grande,LAND ROVER,VELAR,P340,3.0-24V,Híbrido,A-8,G,,,7.8,9.9,,,2.59,,C,D,-
2024,Fora de Estrada Grande,LAND ROVER,VELAR,P340 SE,3.0-24V,Híbrido,A-8,G,,,7.8,9.9,,,2.59,,C,D,-
2024,Fora de Estrada Grande,LAND ROVER,VELAR,P340 SE RDYN,3.0-24V,Híbrido,A-8,G,,,7.8,9.9,,,2.59,,C,D,-
2024,Fora de Estrada Grande,LAND ROVER,VELAR,P340 HSE RDYN,3.0-24V,Híbrido,A-8,G,,,7.8,9.9,,,2.59,,C,D,-
2024,Fora de Estrada Grande,LAND ROVER,VELAR,PHEV SE RDYN,2.0-16V,Plug-in,A-8,G,,,7.9,9.0,19.7,21.2,1.00,38,A,B,SIM
2024,Fora de Estrada Grande,LAND ROVER,VELAR,PHEV HSE RDYN,2.0-16V,Plug-in,A-8,G,,,7.9,9.0,19.7,21.2,1.00,38,A,B,SIM
2024,Fora de Estrada Grande,LAND ROVER,VELAR,PHEVS,2.0-16V,Plug-in,A-8,G,,,7.9,9.0,19.7,21.2,1.00,38,A,B,SIM
2024,Fora de Estrada Grande,LAND ROVER,VELAR,PHEV SE DYN,2.0-16V,Plug-in,A-8,G,,,7.9,9.0,19.7,21.2,1.00,38,A,B,SIM
2024,Fora de Estrada Grande,LAND ROVER,VELAR,PHEV HSE DYN,2.0-16V,Plug-in,A-8,G,,,7.9,9.0,19.7,21.2,1.00,38,A,B,SIM
2024,Fora de Estrada Grande,LAND ROVER,VELAR,PHEVS,2.0-16V,Plug-in,A-8,G,,,7.8,9.0,20.3,23.3,0.94,39,A,A,SIM
2024,Fora de Estrada Grande,LAND ROVER,VELAR,PHEV SE DYN,2.0-16V,Plug-in,A-8,G,,,7.8,9.0,20.3,23.3,0.94,39,A,A,SIM
2024,Fora de Estrada Grande,LAND ROVER,VELAR,PHEV HSE DYN,2.0-16V,Plug-in,A-8,G,,,7.8,9.0,20.3,23.3,0.94,39,A,A,SIM
2024,Fora de Estrada Grande,LAND ROVER,VELAR,PHEV HSED,2.0-16V,Plug-in,A-8,G,,,8.3,9.3,20.6,24.1,0.92,40,A,A,SIM
2024,Fora de Estrada Grande,Mercedes-Benz,AMG G63 4M,,4.0-32V,Combustão,A-9,G,,,5.2,6.2,,,4.02,,E,E,-
2024,Fora de Estrada Grande,Mercedes-Benz,AMG G63 4M,GRD,4.0-32V,Combustão,A-9,G,,,5.2,6.2,,,4.02,,E,E,-
2024,Fora de Estrada Grande,Mercedes-Benz,G580 EQ,,Elétrico,Elétrico,A-1,E,,,,,25.8,20.6,0.88,369,A,A,-
2024,Fora de Estrada Grande,Mitsubishi,Pajero Sport,HPE,2.4-16V,Combustão,A-8,D,,,8.9,11.4,,,2.75,,C,E,-
2024,Fora de Estrada Grande,Mitsubishi,Pajero Sport,HPE-S,2.4-16V,Combustão,A-8,D,,,8.9,11.4,,,2.75,,C,E,-
2024,Fora de Estrada Grande,Mitsubishi,Pajero Sport,LEGEND,2.4-16V,Combustão,A-8,D,,,8.9,11.4,,,2.75,,C,E,-
2024,Fora de Estrada Grande,TOYOTA,SW4 DIESEL 4X4,SRX,2.8-16V,Combustão,A-6,D,,,9.8,11.2,,,2.59,,C,D,-
2024,Fora de Estrada Grande,TOYOTA,SW4 DIESEL 4X4,DIAMOND,2.8-16V,Combustão,A-6,D,,,9.8,11.2,,,2.59,,C,D,-
2024,Fora de Estrada Grande,TOYOTA,SW4 DIESEL 4X4,GRS,2.8-16V,Combustão,A-6,D,,,9.8,11.2,,,2.59,,C,D,-
2024,Fora de Estrada Grande,TOYOTA,SW4 DIESEL 4X4,GRS Power Up,2.8-16V,Combustão,A-6,D,,,9.7,11.0,,,2.63,,C,D,-
2024,Fora de Estrada Grande,TOYOTA,SW4 DIESEL 4X4,SRX Platinum,2.8-16V,Combustão,A-6,D,,,9.8,11.2,,,2.59,,C,D,-
2024,Fora de Estrada Grande,TOYOTA,SW4 DIESEL 4X4,DIAMOND AT,2.8-16V,Combustão,A-6,D,,,9.3,10.5,,,2.74,,C,E,-
2024,Fora de Estrada Grande,TOYOTA,SW4 DIESEL 4X4,SRX PLATINUM AT,2.8-16V,Combustão,A-6,D,,,9.3,10.5,,,2.74,,C,E,-
2024,Minivan,CHEVROLET,SPIN,1.8L AT ACT7,1.8L -8V,Combustão,A-6,F,6.9,8.6,9.8,12.3,,,2.02,,C,C,-
2024,Minivan,CHEVROLET,SPIN,1.8L AT LT7,1.8L -8V,Combustão,A-6,F,6.9,8.6,9.8,12.3,,,2.02,,C,C,-
2024,Minivan,CHEVROLET,SPIN,1.8L AT PREMIER,1.8L -8V,Combustão,A-6,F,6.9,8.6,9.8,12.3,,,2.02,,C,C,-
2024,Minivan,CHEVROLET,SPIN,18L MT PREMIER,1.8L-8V,Combustão,M-6,F,7.5,8.9,10.8,12.8,,,1.87,,B,C,-
2024,Minivan,CHEVROLET,SPIN,1.8L AT LTZ (MY25),1.8L-8V,Combustão,A-6,F,7.4,9.3,10.5,13.4,,,1.87,,B,C,-
2024,Minivan,CHEVROLET,SPIN,1.8L AT PREMIER (MY25),1.8L-8V,Combustão,A-6,F,7.4,9.3,10.5,13.4,,,1.87,,B,C,-
2024,Minivan,KIA,CARNIVAL,3.5 EX,3.5 - 24V,Combustão,A-8,G,,,7.3,9.9,,,2.71,,E,E,-
2024,Minivan,KIA,CARNIVAL,3.5 LX,3.5 - 24V,Combustão,A-8,G,,,7.3,9.9,,,2.71,,E,E,-
2024,Minivan,KIA,CARNIVAL,3.5 SX,3.5 - 24V,Combustão,A-8,G,,,7.3,9.9,,,2.71,,E,E,-
2024,Comercial,BYD,ET3,---,Elétrico,Elétrico,N.A.,E,,,,,30.7,26.3,0.71,170,A,A,-
2024,Comercial,CHEV,ONIX,10MT LOG (MY25),1.0 - 12 V,Combustão,M-6,F,9.3,11.4,13.3,16.5,,,1.46,,A,B,SIM
2024,Comercial,CHEV,ONIX,10MT LOG (MY25.5),1.0 - 12 V,Combustão,M-6,F,9.6,11.9,13.8,16.9,,,1.41,,A,B,SIM
2024,Comercial,CITROEN,JUMPY,CARGO (MY24),1.5 T,Combustão,M-6,D,,,12.4,11.9,,,2.17,,A,D,-
2024,Comercial,CITROEN,JUMPY,CARGO,1.5 T,Combustão,M-6,D,,,11.9,11.9,,,2.24,,A,D,-
2024,Comercial,CITROEN,JUMPY,VITRE,1.5 T,Combustão,M-6,D,,,11.9,11.9,,,2.24,,A,D,-
2024,Comercial,CITROEN,E-JUMPY,CARGO,Elétrico,Elétrico,A-1,E,,,,,34.4,24.6,0.70,289,A,A,-
2024,Comercial,CITROEN,JUMPER,VITRE,2.2 T,Combustão,M-6,D,,,10.0,9.8,,,2.71,,B,E,-
2024,Comercial,CITROEN,JUMPER,VITRE (MY25),2.2 T,Combustão,M-6,D,,,10.3,10.3,,,2.61,,B,D,-
2024,Comercial,CITROEN,JUMPER,MB16,2.2 T,Combustão,M-6,D,,,9.5,9.3,,,2.86,,C,E,-
2024,Comercial,CITROEN,JUMPER,MB17,2.2 T,Combustão,M-6,D,,,9.5,9.3,,,2.86,,C,E,-
2024,Comercial,CITROEN,JUMPER,MB19,2.2 T,Combustão,M-6,D,,,9.5,9.3,,,2.86,,C,E,-
2024,Comercial,CITROEN,JUMPER,MB20,2.2 T,Combustão,M-6,D,,,9.5,9.3,,,2.86,,C,E,-
2024,Comercial,CITROEN,JUMPER,CARGOL2,2.2 T,Combustão,M-6,D,,,10.0,9.9,,,2.70,,B,E,-
2024,Comercial,CITROEN,JUMPER,CARGOPK,2.2 T,Combustão,M-6,D,,,10.0,9.9,,,2.70,,B,E,-
2024,Comercial,CITROEN,JUMPER,FURG PK,2.2 T,Combustão,M-6,D,,,10.0,9.9,,,2.70,,B,E,-
2024,Comercial,CITROEN,JUMPER,CARGOPK (MY25),2.2 T,Combustão,M-6,D,,,10.0,9.7,,,2.72,,B,E,-
2024,Comercial,CITROEN,JUMPER,CARGOL2 (MY25),2.2 T,Combustão,M-6,D,,,10.0,9.7,,,2.72,,B,E,-
2024,Comercial,CITROEN,JUMPER,FURG PK (MY25),2.2 T,Combustão,M-6,D,,,10.0,9.7,,,2.72,,B,E,-
2024,Comercial,CITROEN,JUMPER,MB16,2.2 T,Combustão,M-6,D,,,9.3,9.1,,,2.93,,C,E,-
2024,Comercial,CITROEN,JUMPER,MB17,2.2 T,Combustão,M-6,D,,,9.3,9.1,,,2.93,,C,E,-
2024,Comercial,CITROEN,JUMPER,MB19,2.2 T,Combustão,M-6,D,,,9.3,9.1,,,2.93,,C,E,-
2024,Comercial,FIAT,DUCATO,MAXICARGO,2.2 T,Combustão,M-6,D,,,10.0,9.9,,,2.70,,B,E,-
2024,Comercial,FIAT,DUCATO,CARGO,2.2 T,Combustão,M-6,D,,,10.0,9.9,,,2.70,,B,E,-
2024,Comercial,FIAT,DUCATO,MULTI 13M,2.2 T,Combustão,M-6,D,,,10.0,9.8,,,2.71,,B,E,-
2024,Comercial,FIAT,DUCATO,MB EXEC-17,2.2 T,Combustão,M-6,D,,,9.5,9.3,,,2.86,,C,E,-
2024,Comercial,FIAT,DUCATO,MB COMF-19,2.2 T,Combustão,M-6,D,,,9.5,9.3,,,2.86,,C,E,-
2024,Comercial,FIAT,DUCATO,MB EXEC-17 (MY25),2.2 T,Combustão,M-6,D,,,9.3,9.1,,,2.93,,C,E,-
2024,Comercial,FIAT,DUCATO,MB LUXO 16 (MY25),2.2 T,Combustão,M-6,D,,,9.3,9.1,,,2.93,,C,E,-
2024,Comercial,FIAT,DUCATO,MB COMF-19 (MY25),2.2 T,Combustão,M-6,D,,,9.3,9.1,,,2.93,,C,E,-
2024,Comercial,FIAT,DUCATO,CARGO11.5M,2.2 T,Combustão,M-6,D,,,10.0,9.7,,,2.72,,B,E,-
2024,Comercial,FIAT,DUCATO,MXCARGO13M,2.2 T,Combustão,M-6,D,,,10.0,9.7,,,2.72,,B,E,-
2024,Comercial,FIAT,DUCATO,MULTI 13M,2.2 T,Combustão,M-6,D,,,10.3,10.3,,,2.61,,B,D,-
2024,Comercial,FIAT,FIORINO,ENDURANCE,1.4-8V,Combustão,M-5,F,8.1,8.4,11.7,12.4,,,1.81,,A,C,-
2024,Comercial,FIAT,FIORINO,ENDURANCE (MY25),1.4-8V,Combustão,M-5,F,7.7,8.6,11.1,12.3,,,1.87,,A,C,-
2024,Comercial,FIAT,E-SCUDO,CARGO,Elétrico,Elétrico,A-1,E,,,,,34.4,24.6,0.70,289,A,A,-
2024,Comercial,FIAT,SCUDO,CARGO TD (MY 24),1.5 T,Combustão,M-6,D,,,11.9,11.9,,,2.24,,A,D,-
2024,Comercial,FIAT,SCUDO,MULTI TD (MY 24),1.5 T,Combustão,M-6,D,,,11.9,11.9,,,2.24,,A,D,-
2024,Comercial,FIAT,SCUDO,CARGO TD,1.5-16V T,Combustão,M-6,D,,,12.4,11.9,,,2.17,,A,D,-
2024,Comercial,FIAT,SCUDO,MULTI TD,1.5-16V T,Combustão,M-6,D,,,12.4,11.9,,,2.17,,A,D,-
2024,Comercial,FORD,Transit,350 F,2.0 - 16V,Combustão,M-6,D,,,10.0,9.2,,,2.79,,B,E,-
2024,Comercial,FORD,Transit,350 FL,2.0 - 16V,Combustão,M-6,D,,,10.0,9.2,,,2.79,,B,E,-
2024,Comercial,FORD,E-Transit,F35 MMAB,Elétrico,Elétrico,A-1,E,,,,,22.5,16.9,1.04,193,A,B,-
2024,Comercial,FORD,E-Transit,F35 LMAB,Elétrico,Elétrico,A-1,E,,,,,22.5,16.9,1.04,193,A,B,-
2024,Comercial,FORD,E-Transit,F35 LAAB,Elétrico,Elétrico,A-1,E,,,,,22.5,16.9,1.04,193,A,B,-
2024,Comercial,FORD,E-Transit,F35 EAAB,Elétrico,Elétrico,A-1,E,,,,,22.5,16.9,1.04,193,A,B,-
2024,Comercial,FORD,E-Transit,F35 MAAB,Elétrico,Elétrico,A-1,E,,,,,22.5,16.9,1.04,193,A,B,-
2024,Comercial,FORD,E-Transit,C35 LBAB,Elétrico,Elétrico,A-1,E,,,,,22.5,16.9,1.04,193,A,B,-
2024,Comercial,FORD,E-Transit,C35 EBAB,Elétrico,Elétrico,A-1,E,,,,,22.5,16.9,1.04,193,A,B,-
2024,Comercial,HYUNDAI,HR,HDB 4WD,"2,5 T 16V",Combustão,M-6,D,,,10.2,8.9,,,2.80,,B,E,-
2024,Comercial,JAC,EJV5.5,CARGO,Elétrico,Elétrico,A-1,E,,,,,38.0,27.4,0.63,260,A,A,-
2024,Comercial,KIA,BONGO K2500 4X4 SC,HD SC 4WD,2.5 - 16V,Combustão,M-6,D,,,9.2,8.6,,,3.02,,C,E,-
2024,Comercial,KIA,BONGO K2500 4X4,HD 4WD,2.5 - 16V,Combustão,M-6,D,,,8.8,8.4,,,3.14,,D,E,-
2024,Comercial,Mercedes-Benz,315CDI STREET,Furgão,2.0-16V,Combustão,M-6,D,,,10.3,11.8,,,2.45,,A,D,-
2024,Comercial,Mercedes-Benz,315CDI STREET,Chassi,2.0-16V,Combustão,M-6,D,,,10.3,11.8,,,2.45,,A,D,-
2024,Comercial,Mercedes-Benz,320 ESPRINTER,F,Elétrico,Elétrico,A-1,E,,,,,21.1,16.3,1.09,294,A,B,-
2024,Comercial,Mercedes-Benz,320 ESPRINTER,C,Elétrico,Elétrico,A-1,E,,,,,21.1,16.3,1.09,294,A,B,-
2024,Comercial,NISSAN,Townstar,EV,Elétrico,Elétrico,A,E,,,,,37.5,30.3,0.60,210,A,A,-
2024,Comercial,PEUGEOT,EXPERT,CARGO,1.5 T,Combustão,M-6,D,,,11.9,11.9,,,2.24,,A,D,-
2024,Comercial,PEUGEOT,EXPERT,VITRE,1.5 T,Combustão,M-6,D,,,11.9,11.9,,,2.24,,A,D,-
2024,Comercial,PEUGEOT,EXPERT,CARGO (MY24),1.5 T,Combustão,M-6,D,,,12.4,11.9,,,2.17,,A,D,-
2024,Comercial,PEUGEOT,E-EXPERT,CARGO,Elétrico,Elétrico,A-1,E,,,,,34.4,24.6,0.70,289,A,A,-
2024,Comercial,PEUGEOT,PARTNER RAPID,BUSIPK,1.4-8V,Combustão,M-5,F,8.1,8.4,11.7,12.4,,,1.81,,A,C,-
2024,Comercial,PEUGEOT,PARTNER RAPID,BUSIPK (MY25),1.4-8V,Combustão,M-5,F,7.7,8.6,11.1,12.3,,,1.87,,A,C,-
2024,Comercial,PEUGEOT,BOXER,CARGO L2,2.2 T,Combustão,M-6,D,,,10.0,9.9,,,2.70,,B,E,-
2024,Comercial,PEUGEOT,BOXER,CARGO PK,2.2 T,Combustão,M-6,D,,,10.0,9.9,,,2.70,,B,E,-
2024,Comercial,PEUGEOT,BOXER,FURGAOPK,2.2 T,Combustão,M-6,D,,,10.0,9.9,,,2.70,,B,E,-
2024,Comercial,PEUGEOT,BOXER,VIDRADA,2.2 T,Combustão,M-6,D,,,10.0,9.8,,,2.71,,B,E,-
2024,Comercial,PEUGEOT,BOXER,16L LUXO,2.2 T,Combustão,M-6,D,,,9.5,9.3,,,2.86,,C,E,-
